CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
7.57,1.61,23.16,2.62,0.75,47.81,43.35,Wildflower,7595.41,0.64,204.93
7.44,1.51,15.7,3.42,0.82,45.71,36.99,Wildflower,4909.83,0.82,264.51
7.62,1.78,14.74,6.67,0.81,34.17,23.65,Wildflower,6835.81,0.66,211.37
5.36,1.54,12.57,6.67,0.71,28.78,42.65,Wildflower,9756.45,0.92,296.08
5.98,1.24,13.52,3.56,0.7,20.6,36.77,Wildflower,9904.11,1,321.85
1.23,1.79,18.31,7.24,0.87,40.62,24.93,Wildflower,4023.62,0.64,204.93
2.07,1.46,19.25,5.98,0.71,30.06,37.64,Wildflower,4452.15,0.68,219.42
7.44,1.75,19.13,3.64,0.78,30.49,39.67,Wildflower,4444.06,0.84,270.95
4.7,1.39,18.69,6.51,0.81,39.28,39.92,Wildflower,9136.44,0.92,296.72
6.06,1.37,23.85,5.23,0.87,25.31,28.21,Wildflower,8095.44,1,321.85
7.04,1.71,16.84,6.65,0.75,48.77,44.85,Wildflower,4246.77,1,321.85
7.19,1.66,21.85,5.45,0.81,39.11,41.68,Wildflower,8937.75,0.97,311.22
2.19,1.32,19.3,5.33,0.83,48.07,34.03,Wildflower,8631.13,0.66,212.98
6.3,1.71,17.59,4.69,0.85,42.8,41.42,Wildflower,6560.12,1,321.85
2.84,1.22,16.14,2.97,0.73,37.92,36.49,Wildflower,8156.7,0.68,219.42
2.04,1.23,19.2,2.66,0.82,21.36,38.59,Wildflower,4629.06,0.66,212.98
6.29,1.32,14.83,3.26,0.78,45.42,41.03,Wildflower,9501.13,1,321.85
3.3,1.21,21.45,3.25,0.85,32.91,24.14,Wildflower,6798.67,0.82,262.9
3.89,1.56,22.18,3.7,0.8,41.99,36.48,Wildflower,6734.77,0.82,264.51
8.39,1.66,13.62,4.43,0.71,48.52,42.38,Wildflower,3311.47,0.8,256.46
6.71,1.6,16.32,4.75,0.74,24.05,36.18,Wildflower,9763.56,1,321.85
7.68,1.27,21.14,5.76,0.89,38.83,20.82,Wildflower,9700.5,0.63,202.67
4.26,1.41,17.6,6.9,0.82,42.19,21.22,Wildflower,8979.92,1,321.85
1.87,1.36,15.48,4.97,0.86,32.04,38.17,Wildflower,6132.38,0.84,270.95
5.87,1.55,12.84,5.05,0.8,21.09,43.34,Wildflower,8435.96,0.95,304.78
2.4,1.43,21.21,4.79,0.77,45.26,30.36,Wildflower,5234.24,1,321.85
9.31,1.58,19.27,5.73,0.87,24.62,26.79,Wildflower,1957.92,0.64,204.28
1.84,1.76,14.26,5.25,0.74,44.58,39.01,Wildflower,8874.6,0.66,212.98
8.05,1.79,15.58,2.66,0.72,26.39,35.33,Wildflower,5598.21,0.66,212.98
3.95,1.73,17.09,4.97,0.8,41.62,41.96,Wildflower,8551.59,1,321.85
2.07,1.65,15.94,5.25,0.84,33.04,34.13,Wildflower,8857.38,0.68,219.42
1.54,1.83,14.45,5.08,0.78,31.24,21.17,Wildflower,3031.73,0.66,211.37
5.89,1.55,19.85,2.74,0.79,32.03,25.62,Wildflower,3767.37,0.99,319.27
2.03,1.52,16.87,4.1,0.74,49.68,40.44,Wildflower,7033.31,1,321.85
2.29,1.37,18.24,2.87,0.87,26.15,20.89,Wildflower,9644.39,0.85,273.53
6.01,1.76,12.63,6.25,0.71,40.72,36.75,Wildflower,9190.73,0.97,312.83
8.67,1.38,14.66,3.07,0.72,29.03,24.81,Wildflower,8976.79,1,321.85
2.4,1.81,20.87,7.44,0.82,31.2,24.93,Wildflower,5132.22,0.66,211.37
8.37,1.73,21.53,4.1,0.8,36.27,28.85,Wildflower,3734.98,0.84,270.95
4.55,1.33,21.35,4.39,0.76,46.74,28.35,Wildflower,2964.15,0.82,264.51
4.93,1.43,20.7,4.66,0.76,42.87,42.2,Wildflower,7822.08,1,321.85
1.98,1.74,14.68,6.04,0.81,44.17,40.78,Wildflower,3303.1,0.64,204.93
1.89,1.82,18.12,2.9,0.82,41.78,29.87,Wildflower,7656.8,0.66,212.98
1.23,1.29,13.78,5.32,0.79,20.93,36.57,Wildflower,2870.09,0.66,212.98
9.83,1.33,16.39,4.93,0.8,34.23,36.39,Wildflower,7585.45,0.84,270.95
8.33,1.47,19.84,3.47,0.84,45.21,23.11,Wildflower,6586.5,0.8,256.46
6,1.38,15.56,3.61,0.9,35.39,33.71,Wildflower,9055.82,1,321.85
6.82,1.8,14.06,3.2,0.74,26.37,27.81,Wildflower,8793.87,1,321.85
2.95,1.35,20.64,7.22,0.74,24.16,25.66,Wildflower,3590.75,0.66,212.98
3.55,1.61,16.32,4.84,0.76,23.43,33.08,Wildflower,5392.13,0.82,264.51
6.25,1.82,24.74,5.86,0.84,46.25,44.89,Wildflower,3810.88,0.95,304.78
5.21,1.48,17.08,5.57,0.84,21.91,43.86,Wildflower,5171.77,1,321.85
1.81,1.56,17.41,3.17,0.82,41.65,36.25,Wildflower,2490.73,1,321.85
1.06,1.85,23.32,6.5,0.86,49.13,33.95,Wildflower,6564.27,0.66,212.98
1.18,1.69,19.93,5.76,0.79,22.92,29.6,Wildflower,9433.59,0.66,212.98
9.17,1.56,13.15,6.03,0.86,44.56,42.37,Wildflower,9068.08,0.64,204.93
8.76,1.75,23.45,3.42,0.79,25.11,43.52,Wildflower,5695.87,0.8,256.46
4.19,1.33,14.25,7.3,0.76,42.92,36.17,Wildflower,3388.16,0.66,212.98
7.45,1.27,17.44,4.06,0.88,33.7,26.42,Wildflower,4889.34,1,321.85
5.72,1.55,14.47,3.2,0.72,49.06,36.79,Wildflower,2590.28,1,321.85
3.69,1.74,17.07,5.21,0.7,38.16,26.64,Wildflower,9083.02,0.89,287.06
8.94,1.65,22.15,6.41,0.84,48.61,44.98,Wildflower,3767.13,0.64,204.93
4.12,1.34,24.16,4.15,0.86,40.89,29.43,Wildflower,8955.68,0.82,264.51
5.34,1.52,15.67,3.7,0.82,35.2,21.36,Wildflower,6953.64,1,321.85
4.18,1.34,17.53,7.42,0.78,25.33,29.65,Wildflower,9939.1,0.84,271.92
4.13,1.31,16.66,3.8,0.72,27.63,38.41,Wildflower,4594,0.82,264.51
5.69,1.37,21.85,5.16,0.84,22.55,35.46,Wildflower,2529.25,1,321.85
9.8,1.55,16.83,6.79,0.88,39.06,22.78,Wildflower,8646.51,0.87,279.01
1.04,1.31,22.52,2.6,0.86,27.87,36.41,Wildflower,1696.02,0.64,204.28
2.22,1.21,23.3,4.23,0.8,24.84,29.88,Wildflower,8140.35,0.82,264.51
1.87,1.49,12.01,7.27,0.89,43.84,32.51,Wildflower,7156.74,0.66,212.98
9.65,1.41,17.61,7.08,0.71,28.32,35.96,Wildflower,8900.57,1,321.85
2.49,1.59,22.27,2.87,0.72,28.1,28.42,Wildflower,5289.57,0.66,212.98
9.72,1.41,18.79,7.44,0.71,48.09,36.07,Wildflower,4118.16,0.9,290.28
9.26,1.51,13.47,6.84,0.75,38.44,35.15,Wildflower,7549,0.68,219.42
5.64,1.3,24.41,6.15,0.8,44.09,32.92,Wildflower,2311.68,0.94,304.13
2.99,1.46,18.03,6.01,0.74,41.04,40.99,Wildflower,2484.63,0.82,263.87
3.06,1.72,15.46,4.13,0.78,39.55,30.87,Wildflower,3314.61,0.84,270.95
1.69,1.33,21.9,4.96,0.78,35.48,26.11,Wildflower,6108.62,0.84,270.95
1.52,1.4,23.42,7.02,0.78,21.42,41.28,Wildflower,4549.73,0.88,282.23
8.15,1.39,12.77,5.23,0.82,28.73,42.61,Wildflower,6787.06,0.88,282.23
6.35,1.77,23.59,3.58,0.85,23.36,22.03,Wildflower,2515.46,1,321.85
8.55,1.32,23.48,3.37,0.73,37.65,21.55,Wildflower,7602.18,0.82,262.9
3.22,1.24,12.87,3.68,0.79,49.86,40.69,Wildflower,5504.28,0.8,256.46
3.52,1.56,16.28,6.34,0.84,31.55,28.24,Wildflower,8568.4,0.68,219.42
3.98,1.28,16.82,3.88,0.71,37.77,30.24,Wildflower,2554.65,1,321.85
4.93,1.61,24.33,5.2,0.83,48.22,43.66,Wildflower,5463.2,0.95,304.78
3.41,1.52,14.56,6.58,0.82,24.16,23.4,Wildflower,5575.99,0.64,204.93
9.14,1.62,16.12,5.34,0.84,33.14,39.44,Wildflower,5971.03,0.68,219.42
8.74,1.32,20.79,2.98,0.71,36.62,42.83,Wildflower,4453.13,0.66,211.37
5.33,1.26,17.46,6.07,0.72,38.76,27.13,Wildflower,5256.69,1,321.85
4.22,1.81,15.05,4.84,0.88,47.5,20.67,Wildflower,8115.21,0.8,256.46
2.63,1.24,21.32,4.59,0.8,34.77,31.71,Wildflower,5819.29,0.84,270.95
7.86,1.52,19.2,6.55,0.87,49.21,31.89,Wildflower,5043.79,0.66,212.98
6.79,1.61,20.5,2.85,0.85,43.83,43.92,Wildflower,5503.81,0.95,304.78
7.93,1.38,14.49,3.02,0.75,34.54,31.19,Wildflower,3001.92,1,321.85
4.95,1.49,16.69,6.31,0.71,46.35,35.82,Wildflower,8941.33,0.97,312.83
3.58,1.27,23.84,4.91,0.9,24.57,26.81,Wildflower,6975.04,0.82,264.51
5.43,1.46,23.41,6.65,0.9,26,20.05,Wildflower,8454.24,0.95,304.78
4.12,1.83,13.85,4.62,0.88,43.12,23.68,Wildflower,4722.1,0.8,256.46
5.23,1.38,16.77,3.91,0.71,33,26.28,Wildflower,4952.27,1,321.85
1.36,1.4,18.99,7.12,0.85,36.9,39.66,Wildflower,2508.95,0.92,296.72
7.87,1.43,20.73,2.7,0.81,44.13,28.43,Wildflower,7485.34,0.9,290.28
4.74,1.65,12.07,3.52,0.81,31.5,31.12,Wildflower,8353.68,0.84,270.95
5.34,1.85,19.62,3.09,0.75,40.21,24.65,Wildflower,3052.2,1,321.85
5.26,1.65,12.76,6.46,0.73,42.9,25.24,Wildflower,4354.87,0.97,312.83
1.38,1.73,22.14,4.06,0.82,43.16,29.25,Wildflower,8497.51,0.82,264.51
2.55,1.6,15.08,6.38,0.8,24.89,22.49,Wildflower,2527.97,0.64,204.93
7.64,1.61,17.17,2.93,0.73,44.2,41.08,Wildflower,6673.91,0.85,272.56
7.16,1.34,22.47,2.57,0.74,31.96,43.52,Wildflower,7889.85,0.97,311.22
6.13,1.62,18.14,4.4,0.8,38.13,31.5,Wildflower,2562.99,1,321.85
9.31,1.76,21.22,4.13,0.85,46.8,37.7,Wildflower,3160.58,0.82,264.51
9.14,1.5,13.6,6.7,0.77,45.94,22.42,Wildflower,1630.05,0.61,196.23
3.14,1.43,24.17,6.43,0.82,29.37,39.62,Wildflower,6418.59,0.9,290.28
8.85,1.28,12.3,7.24,0.77,32.38,30.41,Wildflower,6345.89,0.68,219.42
6.77,1.72,13.88,5.62,0.9,40.83,39.37,Wildflower,2448.59,0.94,304.13
3.02,1.7,16.45,6,0.86,21.13,35.35,Wildflower,3522.61,0.66,212.98
4.81,1.42,17.31,5.9,0.74,29.2,41.02,Wildflower,9575.86,1,321.85
8.36,1.59,12.78,4.79,0.85,21.84,38.54,Wildflower,7653.22,0.82,264.51
3.63,1.5,21.59,6.84,0.74,26.06,26.71,Wildflower,8385.17,0.66,212.98
7.96,1.45,22.59,5.9,0.84,37.99,30.81,Wildflower,7784.25,0.68,219.42
8.2,1.22,14.07,5.13,0.71,25.32,31.94,Wildflower,7220.79,0.66,212.98
1.57,1.63,19.81,4.73,0.74,30.62,30.73,Wildflower,3366.76,0.84,270.95
3.77,1.64,20.9,7,0.83,38.48,28.42,Wildflower,8454.29,0.68,219.42
8.44,1.32,15.02,4.34,0.72,47.2,27.43,Wildflower,7585.64,0.82,264.51
7.68,1.55,22.77,6.11,0.7,20.9,26.14,Wildflower,8348.91,0.66,212.98
7.44,1.6,19.84,4.57,0.87,44.31,43.06,Wildflower,3869.36,0.8,256.46
5.36,1.32,21.82,7.15,0.75,21.86,23.65,Wildflower,6295.81,0.95,304.78
2.55,1.61,14.71,6.43,0.81,33.49,38.52,Wildflower,9155.34,0.68,219.42
3.58,1.64,14.99,5.01,0.86,21.32,25.4,Wildflower,3351.85,0.66,212.98
2.16,1.58,15.5,6.25,0.8,36.93,22.3,Wildflower,9536.32,0.63,202.67
5.22,1.81,22.7,4.05,0.7,45.78,34.81,Wildflower,2945.73,1,321.85
7.19,1.22,15.6,3.83,0.73,41.95,26.09,Wildflower,6799.31,1,321.85
4.12,1.65,15.77,3.56,0.73,47.79,40.09,Wildflower,2689.1,0.8,256.46
3.13,1.58,21.48,6.07,0.76,23.37,41.5,Wildflower,6556.34,0.64,204.93
1.9,1.57,18.75,2.88,0.83,38.83,33.6,Wildflower,7378.11,0.68,219.42
5.03,1.53,19.26,7.38,0.82,31.7,39.24,Wildflower,9206.88,0.99,319.27
4.81,1.69,23.06,2.59,0.87,47.84,22.15,Wildflower,9642.9,0.92,296.08
5.74,1.62,15.54,5.57,0.88,23.89,34.56,Wildflower,3540.5,0.97,312.83
3.33,1.8,22.54,5.03,0.76,22.84,34.77,Wildflower,9005.87,0.66,212.98
8.85,1.32,24.49,5.63,0.83,49.07,31.17,Wildflower,5955.33,0.66,212.98
5.29,1.28,21.08,5.15,0.78,32.29,32.97,Wildflower,7104.52,0.99,319.27
8.94,1.26,19.98,3.17,0.88,44.81,22.35,Wildflower,2677.89,0.8,256.46
4.76,1.73,24.03,5.32,0.82,32.62,37.51,Wildflower,9349.66,0.68,219.42
7.16,1.23,16.71,4.53,0.83,34.65,31.48,Wildflower,6076.68,1,321.85
2.81,1.57,24.53,3.59,0.88,48.3,36.04,Wildflower,4566.47,0.82,264.51
4.7,1.83,16.66,4.91,0.83,40.09,25.13,Wildflower,6480.49,0.82,264.51
4.85,1.86,19.67,6.8,0.76,26.78,21.79,Wildflower,5831.03,0.95,304.78
6.41,1.25,15.07,6.24,0.88,20.01,21.56,Wildflower,3100.33,0.95,304.78
2.19,1.22,18.92,4.5,0.78,33.65,27.36,Wildflower,3908.9,0.84,270.95
7.43,1.34,18.07,5.79,0.86,29.4,25.36,Wildflower,4354.46,0.87,280.62
8.85,1.69,18.11,3.13,0.87,41.5,42.01,Wildflower,9257.91,0.8,256.46
7.43,1.41,24.28,6.46,0.74,22.75,41.26,Wildflower,3992.89,0.88,282.23
6,1.73,12.33,3.08,0.88,36.4,24.41,Wildflower,1931.17,1,321.85
7.56,1.78,16.61,6.97,0.75,30.92,28.25,Wildflower,7264.89,0.68,219.42
8.93,1.76,15.78,5.02,0.76,48.63,33.57,Wildflower,8752.99,0.66,212.98
9.22,1.48,20.12,4.64,0.88,22.81,38.67,Wildflower,2023.53,0.8,255.81
5.22,1.7,17.74,5.63,0.87,45.37,35.75,Wildflower,5701.2,1,321.85
3.41,1.31,14.94,4.85,0.81,42.2,44.04,Wildflower,7150.44,0.8,256.46
9.66,1.22,24.88,6.36,0.73,26.88,39.9,Wildflower,4318.76,0.66,212.98
3.54,1.41,20.16,6.89,0.81,27.66,25.29,Wildflower,2289.36,0.88,281.58
1.31,1.85,20.66,4.67,0.7,36.83,35.99,Wildflower,9281.39,0.84,270.95
2.06,1.76,15.25,5.53,0.74,37.03,27.05,Wildflower,7807.54,0.68,219.42
8.16,1.6,21.98,4.28,0.76,24.97,44.56,Wildflower,2001.71,0.77,247.76
7.23,1.77,21.36,5.35,0.88,39.15,36.16,Wildflower,2443.85,0.66,210.72
2.9,1.56,12.41,5.01,0.85,32.91,41.56,Wildflower,7682.5,0.66,211.37
9.29,1.45,22.92,4.32,0.89,43.04,20.81,Wildflower,3506.42,1,321.85
6.84,1.71,12.23,6.16,0.83,31.32,40.35,Wildflower,8812.39,0.97,311.22
8.86,1.23,19.25,5.54,0.85,23.55,31.29,Wildflower,7898.68,0.66,212.98
7.23,1.37,19.64,2.51,0.87,27.15,32.45,Wildflower,5515.98,0.9,290.28
2.12,1.72,16.47,7.35,0.78,30.88,41.73,Wildflower,2879.02,0.66,211.37
8.71,1.47,19.55,4.94,0.82,47.88,40.89,Wildflower,7620.31,0.8,256.46
7.74,1.49,15.49,5.23,0.89,33.75,41.06,Wildflower,1582.36,0.63,202.67
9.16,1.64,12.2,4,0.8,49.43,32.29,Wildflower,3823.62,0.82,264.51
9.85,1.47,16.16,5.15,0.75,40.86,38.72,Wildflower,4764.85,0.66,212.98
6.63,1.56,17.55,4.8,0.86,46.75,22.2,Wildflower,2165.66,1,321.85
8.91,1.35,12.43,4.17,0.89,23.33,25.9,Wildflower,3512.26,0.82,264.51
1.58,1.34,23.46,4.08,0.77,44.76,40.99,Wildflower,6410.92,0.8,256.46
9.97,1.62,18.94,3.09,0.79,30.32,29.75,Wildflower,2479.51,0.82,262.26
7.36,1.7,23.5,3.32,0.79,34.91,34.17,Wildflower,5359.59,0.84,270.95
8.83,1.8,15.58,4.64,0.74,49.18,30.18,Wildflower,4993.12,0.82,264.51
4.38,1.3,23.24,5.49,0.84,32.36,28.73,Wildflower,9045.69,0.68,219.42
3.54,1.3,13.7,4.24,0.9,39.18,23.95,Wildflower,3191.01,0.82,262.9
3.67,1.68,18.57,5.97,0.72,31.9,25.28,Wildflower,1942.37,0.66,210.72
3.45,1.66,16.45,4.14,0.74,24.02,21.02,Wildflower,7205.12,0.8,256.46
8.24,1.71,12.96,5.39,0.77,42.16,36.41,Wildflower,3899.57,0.66,212.98
6.84,1.74,12.59,4.49,0.79,29.15,38.45,Wildflower,3079.13,1,321.85
2.72,1.32,12.77,5.28,0.76,42.07,30.49,Wildflower,8973.52,0.66,212.98
8.07,1.74,14.69,3.99,0.7,27.57,38.72,Wildflower,7643.75,0.82,264.51
6.23,1.43,15.32,5.72,0.79,22.93,40.23,Wildflower,9798.22,1,321.85
9.84,1.63,14.25,3.11,0.78,23.34,43.86,Wildflower,3686.29,0.8,256.46
9.38,1.56,14.54,5.16,0.79,36.27,30.13,Wildflower,2312.56,0.66,210.72
1.69,1.83,24.08,6.12,0.75,39.34,41.22,Wildflower,6470.81,0.66,211.37
6.12,1.48,15.64,2.62,0.84,26.63,33.18,Wildflower,9347.89,0.97,312.83
1.19,1.86,15.2,4.16,0.75,23.94,23.2,Wildflower,6057.63,0.8,256.46
4.64,1.85,19.69,3.26,0.78,27.82,27.75,Wildflower,5446.88,0.82,264.51
2.07,1.41,14.69,6.8,0.81,21.8,32.88,Wildflower,7215.12,0.9,290.28
4.51,1.75,16.35,3.27,0.89,43.39,44.51,Wildflower,8027.95,0.8,256.46
6.47,1.83,22.72,6.18,0.78,31.61,34.46,Wildflower,8815.34,0.99,319.27
4.38,1.43,13.92,4.57,0.85,28.65,41.47,Wildflower,9176.05,1,321.85
3.17,1.86,12.94,6,0.71,24.98,21.7,Wildflower,9052.36,0.64,204.93
5.45,1.43,18.71,2.55,0.9,38.79,27.03,Wildflower,2209.55,1,321.85
1.05,1.62,23.53,6.77,0.77,31.1,30.41,Wildflower,2453.3,0.66,210.72
9.71,1.46,16.55,4.33,0.82,44.85,44.84,Wildflower,8585.37,0.8,256.46
9.12,1.39,12.16,5.94,0.73,36.27,23.2,Wildflower,5226.92,0.9,288.67
7.59,1.35,24.72,3.13,0.87,43.83,42.4,Wildflower,6982.71,0.8,256.46
2.19,1.82,21.62,5.37,0.78,35.46,36.7,Wildflower,7049.88,0.68,219.42
9.54,1.71,15.82,4.75,0.79,48.16,20.33,Wildflower,4137.12,0.8,256.46
6.23,1.76,13.72,2.99,0.89,27.3,26.73,Wildflower,6026.85,0.97,312.83
3.25,1.45,16.79,4.95,0.73,40.83,43.25,Wildflower,3399.07,1,321.85
7.74,1.59,22.15,5.72,0.71,23.53,34.21,Wildflower,1659.92,0.64,204.28
9.84,1.37,15.72,7.12,0.86,36.59,31.18,Wildflower,2052.3,0.9,288.02
4.55,1.69,17.11,6.16,0.83,33.68,20.35,Wildflower,4293.88,0.87,279.01
2.67,1.67,24.17,5.95,0.75,48.3,24.17,Wildflower,3881.1,0.64,204.93
7.86,1.22,13.6,6.49,0.77,32.31,41.07,Wildflower,3095.81,0.66,211.37
5.35,1.62,22.22,6.12,0.79,23.34,26.08,Wildflower,8941.73,0.97,312.83
9.21,1.7,20.42,5.29,0.82,24.78,36.46,Wildflower,7686.83,0.66,212.98
8.65,1.25,15.26,2.68,0.73,41.7,22.68,Wildflower,2549.55,0.64,204.93
5.03,1.78,13.02,6.75,0.7,49.1,40.22,Wildflower,4948.06,0.95,304.78
7.02,1.41,22.5,4.82,0.9,34.35,27.91,Wildflower,3908.56,1,321.85
9.7,1.47,17.83,5.18,0.77,30.99,32.54,Wildflower,4778.15,0.89,287.06
5.99,1.45,19.47,5.66,0.87,40.16,41.7,Wildflower,7921.54,0.95,304.78
2.36,1.84,12.96,5.9,0.8,25.45,23.22,Wildflower,4252.02,0.64,204.93
3.78,1.48,12.67,4.44,0.83,27.72,20.18,Wildflower,9170.57,0.8,256.46
2.37,1.86,13.78,3.21,0.87,46.89,22.49,Wildflower,6112.4,0.8,256.46
1.8,1.53,14.35,2.82,0.78,31.62,21.8,Wildflower,4994.72,0.66,211.37
9.24,1.71,21.11,3.06,0.75,29.79,27.02,Wildflower,8107.31,0.82,264.51
3.01,1.31,24.66,2.53,0.85,40.79,21.41,Wildflower,5105.52,0.64,204.93
1.48,1.39,14.21,5.46,0.84,37.31,42.37,Wildflower,8646.84,0.9,288.67
8.68,1.55,18.87,5.64,0.8,27.08,43.22,Wildflower,4987.52,0.64,204.93
1.79,1.42,17.42,2.72,0.79,33.64,41.63,Wildflower,8925.78,1,321.85
8.72,1.35,15.27,4.68,0.87,32.52,20.29,Wildflower,3521.96,0.82,262.9
5.31,1.3,16.28,5.44,0.85,46.54,26.33,Wildflower,2899.69,0.97,312.83
5.46,1.81,23.93,6.46,0.85,34.23,42.59,Wildflower,6877.06,0.97,311.22
1.33,1.8,19.38,3.98,0.84,27.22,44.44,Wildflower,6170.63,0.8,256.46
5.31,1.78,22.32,5.03,0.75,23.74,34.81,Wildflower,9916.6,0.94,304.13
8.05,1.85,15.72,5.7,0.77,49.69,32.41,Wildflower,9359.33,0.66,212.98
9.88,1.79,24.36,5.47,0.87,24.43,31.02,Wildflower,8419.08,0.66,212.98
3.21,1.48,23.85,5.28,0.77,20.51,38.93,Wildflower,1799.42,0.64,204.28
8.26,1.51,13.05,6.98,0.7,27.95,39.07,Wildflower,5648.49,0.66,212.98
1.3,1.53,17.07,6.69,0.83,30.93,30.91,Wildflower,5936.88,0.89,287.06
6.82,1.24,16.51,6.75,0.9,33.52,20.29,Wildflower,7012.64,0.97,311.22
8.29,1.74,20.41,2.89,0.73,33.47,24.51,Wildflower,4425.01,0.66,211.37
4.08,1.69,24.92,2.67,0.75,35.04,38.15,Wildflower,1506.66,0.66,210.72
6.4,1.51,15.97,5.84,0.76,46.84,34.9,Wildflower,7669.62,0.97,312.83
1.38,1.8,14.86,6.44,0.87,44.47,22.21,Wildflower,5769.74,0.64,204.93
2.66,1.25,14.5,4.71,0.73,42.63,24,Wildflower,6061.41,0.8,256.46
3.11,1.8,23.13,5.11,0.81,23.89,35.24,Wildflower,2626.38,0.66,212.98
9.13,1.33,22.94,7.12,0.84,26.42,42.35,Wildflower,9012.65,0.64,204.93
3.02,1.34,21.21,5.89,0.77,43.14,30.65,Wildflower,2068.96,0.64,204.28
9.89,1.74,23.71,2.85,0.9,47.8,29.08,Wildflower,9276.03,0.66,212.98
3.33,1.64,23.5,6.72,0.79,28.3,30.88,Wildflower,5468.22,0.66,212.98
9.85,1.61,22.95,3.26,0.71,34.26,23.48,Wildflower,5387.43,0.82,262.9
7.85,1.24,19.79,4.02,0.7,29.11,25.68,Wildflower,8144.08,0.82,264.51
1.62,1.26,12.17,5.69,0.8,32.01,34.47,Wildflower,6233.28,0.68,219.42
8.73,1.75,12.38,6.67,0.77,33.47,43.97,Wildflower,2406.05,0.63,202.67
6.33,1.54,15.11,4.28,0.83,34.25,30.44,Wildflower,6501.23,1,321.85
4.98,1.25,16,4.3,0.87,42.82,39.71,Wildflower,9614.33,1,321.85
2.93,1.71,23.32,6.61,0.73,23.38,20.56,Wildflower,3713.55,0.64,204.93
7.36,1.68,22.71,3.16,0.87,48.48,24.84,Wildflower,9593.88,0.77,247.76
3.63,1.36,20.66,6.45,0.75,25.96,26.86,Wildflower,5090.35,0.66,212.98
7.86,1.27,24.09,3.83,0.78,41.86,29.75,Wildflower,7467.41,0.82,264.51
2.03,1.37,24.15,4.68,0.88,36.96,31.18,Wildflower,3397.84,1,321.85
5.23,1.64,16.5,2.54,0.73,37.45,25.7,Wildflower,9118.47,0.99,319.27
2.66,1.69,19.97,3.97,0.79,24.89,42.49,Wildflower,2993.6,0.8,256.46
5.25,1.86,17.27,4.45,0.82,49.56,36.17,Wildflower,5085.39,1,321.85
9.4,1.22,19.54,6.58,0.72,41.68,24.45,Wildflower,7446.33,0.64,204.93
3.33,1.49,14.25,3.4,0.76,20.34,42.77,Wildflower,9136.43,0.8,256.46
4.3,1.59,17.12,5.13,0.7,20.45,38.65,Wildflower,3283.81,0.87,280.62
2.28,1.37,21.03,7.01,0.71,22.85,20.16,Wildflower,4066.36,0.88,282.23
1.65,1.41,12.93,3.81,0.76,49.41,39.33,Wildflower,2685.48,1,321.85
5.48,1.51,23.52,4.63,0.83,30.5,36.89,Wildflower,5871.95,1,321.85
6.89,1.5,17.34,4.56,0.89,28.75,36.29,Wildflower,2736.32,1,321.85
4.05,1.29,22.41,2.91,0.88,20.86,43.2,Wildflower,8397.03,0.64,204.93
9.09,1.63,19.97,3.62,0.7,24.32,34.89,Wildflower,8423.62,0.82,264.51
8.13,1.3,16.91,7.28,0.82,44.13,34.92,Wildflower,2091.73,0.84,271.92
9.03,1.7,23.54,3.04,0.86,47.85,36.03,Wildflower,9000.65,0.82,264.51
5.76,1.33,14.02,2.87,0.84,33.76,32.38,Wildflower,6343.15,0.99,319.27
6.56,1.86,22.55,5,0.89,24.53,21.96,Wildflower,2503.13,0.95,304.78
1.11,1.33,15.27,6.65,0.89,27.17,42.64,Wildflower,5562.77,0.64,204.93
9.39,1.24,20.33,6.35,0.8,36.74,43.64,Wildflower,4918.77,0.66,211.37
9.3,1.45,22.44,5.82,0.82,47.47,43,Wildflower,7636.36,0.64,204.93
4.37,1.73,21.22,6.01,0.73,20.13,32.86,Wildflower,6540.39,0.66,212.98
6.54,1.83,17.15,6.72,0.76,28.65,24.52,Wildflower,6932.49,1,321.85
2.27,1.85,24.56,5.5,0.8,33.95,40.95,Wildflower,3546.12,0.66,211.37
2.48,1.64,20.9,3.46,0.71,32.94,36.99,Wildflower,2001.44,0.82,262.26
9.13,1.21,22.54,4,0.76,43.39,35.07,Wildflower,7056.86,0.82,264.51
5.09,1.68,18.48,4.46,0.83,25.66,41.64,Wildflower,5347.6,1,321.85
1.67,1.26,21.81,2.84,0.88,22.99,32.41,Wildflower,8941.15,0.66,212.98
5.86,1.49,24.6,5.69,0.76,20.74,43.95,Wildflower,7049.28,0.95,304.78
5.58,1.84,22.12,5.59,0.86,42.81,30.77,Wildflower,7675.13,0.97,312.83
2.7,1.84,23.92,4.65,0.75,48.14,21.67,Wildflower,6381.96,0.8,256.46
4.62,1.53,18.07,3.04,0.84,30.11,36.98,Wildflower,3694.79,1,321.85
6.86,1.52,23.19,5.64,0.71,31.64,22.65,Wildflower,9413.89,0.97,311.22
9.26,1.53,24.24,3.12,0.77,20.76,37.83,Wildflower,4334.44,0.82,264.51
1.12,1.69,15.6,3.81,0.77,36.28,20.96,Wildflower,5456.17,0.82,262.9
6.85,1.22,13.86,6.78,0.75,25.43,22.47,Wildflower,7519.29,0.95,304.78
9.38,1.39,20.07,5.58,0.71,35.89,38.65,Wildflower,6230.57,0.92,296.72
9.97,1.54,12.57,4.02,0.79,48.08,29.42,Wildflower,8162.23,0.82,264.51
